,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,smiles,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,ID,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND,scores_bbd,scores_bbd_sort_idcs,scores_soil,scores_soil_sort_idcs,agro_categories,acaricide,adjuvant,algicide,algistat,amide fungicide,amide herbicide,anilide herbicide,anti-fouling agent,antibiotic fungicide,antimicrobial,attractant,avicide,bactericide,benzimidazole fungicide,benzofuranyl alkylsulfonate herbicide,biocide,bird repellent,chloroacetanilide herbicide,chlorotriazine herbicide,desiccant,elicitor,formamidine insecticide,fumigant,fungicide,herbicide,heterocyclic organothiophosphate insecticide,inert,insect attractant,insecticide,metabolite,methoxytriazine herbicide,methylthiotriazine herbicide,microbiocide,miticide,molluscicide,multi-target,nematicide,nicotinoid insecticide,nitrile herbicide,nitroguanidine insecticide,nr,organophosphorus insecticide,organothiophosphate insecticide,pesticide,phenylpyrazole insecticide,phenylsulfamide fungicide,phenylurea herbicide,pheromone,piscicide,plant activator,plant growth regulator,preservative,pyrazole insecticide,pyrethroid ester insecticide,pyrethroid insecticide,pyridazinone herbicide,repellent,rodenticide,safener,soil treatment,solvent,strobilurin fungicide,sulfonylurea herbicide,synergist,termaticide,transformation product,triazine herbicide,triazinone herbicide,triazinylsulfonylurea herbicide,uracil herbicide,urea herbicide,veterinary substance,wood preservative,isInSOIL,isInBBD,SOIL_top50,BBD_top50,SOIL_top20,BBD_top20
10,280,0,18.3,2,0,0,AAADcQAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAACAAAAAAIAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,,,,,,,InChI=1S/CO2/c2-1-3,CURLTUGMZLYLDI-UHFFFAOYSA-N,,43.989829239,CO2,44.009,C(=O)=O,C(=O)=O,34.1,43.989829239,0,3,0,0,0,0,0,1,1,"1
5
255",280,0.9,,,67.73176849018884,1781,38.51593347921057,1194,"['Insecticides, Rodenticides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
11,281,1,10.0,1,0,0,AAADcQAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,carbon monoxide,carbon monoxide,carbon monoxide,carbon monoxide,carbon monoxide,carbon monoxide,InChI=1S/CO/c1-2,UGFAIRIUMAVXCW-UHFFFAOYSA-N,,27.994914619,CO,28.01,[C-]#[O+],[C-]#[O+],1.0,27.994914619,0,2,0,0,0,0,0,1,1,"1
5
255",281,0.7,,,43.4225529277393,1782,53.77174259425205,958,['Rodenticides'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
12,284,1,10.3,2,1,0,AAADcQAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAACAAAAAAAAAMACAAAAgAIAAAAiAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,formic acid,formic acid,formic acid,formic acid,methanoic acid,formic acid,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,,46.005479302,CH2O2,46.025,C(=O)O,C(=O)O,37.3,46.005479302,0,3,0,0,0,0,0,1,6,"1
5
255",284,-0.2,,,86.52352164726545,1783,39.84460768501423,1811,['Insecticides'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,1.0,0.0,1.0
13,299,1,631.0,1,0,0,AAADcQBwIAAHgAAAAAAAAAAAAABgwYMGDAAAAAAAAAAAAAAAAAAACgIAAAAADAYAgIAAAAAAAAAIAIAQAAAAAAAAAAAAAEEAAgBAABIBAAAAAAAAAAAAAAEIiMCOgAAAAAAAAACIACRAASIACRAASIACAA==,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one","1,2,3,4,6,7,8,9,10,10-decachloro-5-pentacyclo[5.3.0.02,6.03,9.04,8]decanone","1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.0<SUP>2,6</SUP>.0<SUP>3,9</SUP>.0<SUP>4,8</SUP>]decan-5-one","1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one","1,2,3,4,6,7,8,9,10,10-decakis(chloranyl)pentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one","1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one","InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20",LHHGDZSESBACKH-UHFFFAOYSA-N,,489.677541,C10Cl10O,490.6,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,17.1,485.683442,0,21,0,4,0,0,0,1,-1,"1
5
255",299,3.9,"12  1  3
14  12  3
15  13  3
13  2  3",,0.0,1784,80.39102098575731,2008,['Insecticide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
14,311,1,227.0,7,4,5,AAADccBgOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAADESAgAAACAAAAgAIAACQCAIAAAAAAAAAAAFAAAABABYAAAAAQAAFIAABAADLJgAKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,citric acid,"2-hydroxypropane-1,2,3-tricarboxylic acid","2-hydroxypropane-1,2,3-tricarboxylic acid","2-hydroxypropane-1,2,3-tricarboxylic acid","2-oxidanylpropane-1,2,3-tricarboxylic acid",citric acid,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",KRKNYBCHXYNGOX-UHFFFAOYSA-N,-1.7,192.02700259,C6H8O7,192.12,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,132.0,192.02700259,0,13,0,0,0,0,0,1,1,"1
5
255",311,,,,55.30787920835219,1785,65.4454126629854,959,['Algaecide'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
15,335,1,70.8,1,1,0,AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADASAmAAyBoAAAgCAAiBCAAACAAAgIAAIiAAGCIgIJiKCERKAcAAkwBEImAeAwCAOAAAAAAAIAAAAAAAAABAAAAAAAAAAAA==,o-cresol,2-methylphenol,2-methylphenol,2-methylphenol,2-methylphenol,o-cresol,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N,2.0,108.057514874,C7H8O,108.14,CC1=CC=CC=C1O,CC1=CC=CC=C1O,20.2,108.057514874,0,8,0,0,0,0,0,1,3,"1
5
255",335,,"2  3  8
2  4  8
3  6  8
4  7  8
6  8  8
7  8  8",,46.974304517479,1786,0.0,2278,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
16,379,1,89.3,2,1,6,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAACCAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAAGIyKCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,octanoic acid,octanoic acid,octanoic acid,octanoic acid,octanoic acid,caprylic acid,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",WWZKQHOCKIZLMA-UHFFFAOYSA-N,3.0,144.115029749,C8H16O2,144.21,CCCCCCCC(=O)O,CCCCCCCC(=O)O,37.3,144.115029749,0,10,0,0,0,0,0,1,1,"1
5
255",379,,,,0.0,1771,41.0571996078908,2426,"['Acaricides, Herbicides, Insecticides, Plant Growth Regulators']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
17,403,1,66.9,2,2,0,AAADcYBiIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAACAyBkAAwxoBAAgCAACRCQACCAAAgIgAIiAAGbIgIJiKCkZOAcABk0BEI2AewQAAAAEAAAAAAAAAAgAAAAAAAAAAAAAAAAA==,4-aminophenol,4-aminophenol,4-aminophenol,4-aminophenol,4-azanylphenol,4-aminophenol,"InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2",PLIKAWJENQZMHA-UHFFFAOYSA-N,0.0,109.052763847,C6H7NO,109.13,C1=CC(=CC=C1N)O,C1=CC(=CC=C1N)O,46.2,109.052763847,0,8,0,0,0,0,0,1,4,"1
5
255",403,,"3  4  8
3  5  8
4  7  8
5  8  8
6  7  8
6  8  8",,27.63562944832709,1770,80.50843858411426,1482,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
18,612,1,59.1,3,2,1,AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICCAAAAgAIAACQCAIAAAAAAAAAAAFAAAABEAAAAAAAQAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,2-hydroxypropanoic acid,2-hydroxypropanoic acid,2-hydroxypropanoic acid,2-hydroxypropanoic acid,2-oxidanylpropanoic acid,lactic acid,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",JVTAAEKCZFNVCJ-UHFFFAOYSA-N,-0.7,90.031694049,C3H6O3,90.08,CC(C(=O)O)O,CC(C(=O)O)O,57.5,90.031694049,0,6,0,1,0,0,0,1,5,"1
5
255",612,,4  1  3,,55.37863718098502,1769,39.0131005646892,1915,['Plant Growth Regulators'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
19,702,1,2.8,1,1,0,AAADcYBAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAAAACggAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,ethanol,ethanol,ethanol,ethanol,ethanol,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,,46.041864811,C2H6O,46.07,CCO,CCO,20.2,46.041864811,0,3,0,0,0,0,0,1,1,"1
5
255",702,-0.1,,,0.0,1768,55.63688685559542,2645,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
20,712,1,2.0,1,0,0,AAADcQAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAAAAAIAAAAAAAAIAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,formaldehyde,formaldehyde,formaldehyde,formaldehyde,methanal,formaldehyde,InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N,,30.010564683,CH2O,30.026,C=O,C=O,17.1,30.010564683,0,2,0,0,0,0,0,1,1,"1
5
255",712,1.2,,,57.30917918619819,1749,48.56386868281918,1491,"['Fungicide,Microbiocide', 'Fungicides, Soil Treatment']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
21,727,1,104.0,0,0,0,AAADcYBgAAAHAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGAIAAAAACAOAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAgAAAAIBAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAACAAAQAACAAAAAAAAA==,"1,2,3,4,5,6-hexachlorocyclohexane","1,2,3,4,5,6-hexachlorocyclohexane","1,2,3,4,5,6-hexachlorocyclohexane","1,2,3,4,5,6-hexachlorocyclohexane","1,2,3,4,5,6-hexakis(chloranyl)cyclohexane","1,2,3,4,5,6-hexachlorocyclohexane",InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,3.8,289.857116,C6H6Cl6,290.8,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,0.0,287.860066,0,12,0,0,0,0,0,1,-1,"1
5
255",727,,,,0.0,1751,41.56213770004608,383,"['Insecticide', 'Insecticides, Rodenticides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
22,743,1,104.0,4,2,4,AAADccBgOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACACAgAAACAAAAgAIAACQCAAAAAAAAAAAAAEAAAAAABIAAAAAQAAEAAAAAACIJgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,glutaric acid,pentanedioic acid,pentanedioic acid,pentanedioic acid,pentanedioic acid,glutaric acid,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,-0.3,132.04225873,C5H8O4,132.11,C(CC(=O)O)CC(=O)O,C(CC(=O)O)CC(=O)O,74.6,132.04225873,0,9,0,0,0,0,0,1,-1,"1
5
255",743,,,,27.810478997298468,1753,70.79344925228557,1278,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
23,784,1,0.0,2,2,0,AAADcQAAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,hydrogen peroxide,hydrogen peroxide,hydrogen peroxide,hydrogen peroxide,hydrogen peroxide,hydrogen peroxide,InChI=1S/H2O2/c1-2/h1-2H,MHAJPDPJQMAIIY-UHFFFAOYSA-N,,34.005479302,H2O2,34.015,OO,OO,40.5,34.005479302,0,2,0,0,0,0,0,1,1,"1
5
255",784,-0.9,,,65.50324791847581,1754,48.53103820957371,962,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
24,785,1,54.9,2,2,0,AAADcYBgMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAACASAkAAwBoAAAgCAACBCAAACAAAgIAAIiAAGCIgIJiKCERKAcAAkwBEImAfAQAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAAA==,"benzene-1,4-diol","benzene-1,4-diol","benzene-1,4-diol","benzene-1,4-diol","benzene-1,4-diol",hydroquinone,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,0.6,110.03677943,C6H6O2,110.11,C1=CC(=CC=C1O)O,C1=CC(=CC=C1O)O,40.5,110.03677943,0,8,0,0,0,0,0,1,-1,"1
5
255",785,,"3  5  8
3  7  8
4  6  8
4  8  8
5  6  8
7  8  8",,43.508413805272994,1755,0.0,377,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0.0,0.0,0.0,0.0
25,795,1,28.1,1,1,0,AAADcYBDAAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHAAQAAAAAADBAgQtkBbJkACgABAnZAAAgC2REqAJQYAYMACASAAACAAQAAAIEAIAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,imidazole,1H-imidazole,1<I>H</I>-imidazole,1H-imidazole,1H-imidazole,glyoxaline,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",RAXXELZNTBOGNW-UHFFFAOYSA-N,-0.1,68.037448136,C3H4N2,68.08,C1=CN=CN1,C1=CN=CN1,28.7,68.037448136,0,5,0,0,0,0,0,1,2,"1
5
255",795,,"1  3  8
1  4  8
2  4  8
2  5  8
3  5  8",,34.69888129511913,1756,90.43658495093592,2002,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
26,802,1,205.0,2,2,2,AAADccByMAAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAFgB8AAAHgAQCAAADAjBngQ8yPLJkgCoAzT3TACCgCAxAiAI2aE4ZJgIIPLAlZGEYAhk0AHIyAe82eOegAAAAAACAAAAAAAAAAQAAAAAAAAAAA==,2-(1H-indol-3-yl)acetic acid,2-(1H-indol-3-yl)acetic acid,2-(1<I>H</I>-indol-3-yl)acetic acid,2-(1H-indol-3-yl)acetic acid,2-(1H-indol-3-yl)ethanoic acid,2-(1H-indol-3-yl)acetic acid,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N,1.4,175.06332853,C10H9NO2,175.18,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,53.1,175.06332853,0,13,0,0,0,0,0,1,19,"1
5
255",802,,"10  12  8
11  12  8
3  6  8
3  7  8
4  5  8
4  6  8
4  9  8
5  7  8
6  10  8
9  11  8",,47.11345851839713,1757,46.05927977875984,2338,['Plant Growth Regulators'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
27,807,1,0.0,0,0,0,AAADcQAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,molecular iodine,molecular iodine,molecular iodine,molecular iodine,molecular iodine,molecular iodine,InChI=1S/I2/c1-2,PNDPGZBMCMUPRI-UHFFFAOYSA-N,,253.80895,I2,253.8089,II,II,0.0,253.80895,0,2,0,0,0,0,0,1,2,"1
5
255",807,1.7,,,61.93309858465158,1787,40.57306864502813,2423,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
28,887,1,2.0,1,1,0,AAADcYAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAACAAAAAAAAAICAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,methanol,methanol,methanol,methanol,methanol,methanol,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,,32.026214747,CH4O,32.042,CO,CO,20.2,32.026214747,0,2,0,0,0,0,0,1,5,"1
5
255",887,-0.5,,,77.17317438932409,1758,39.85218860033348,372,['Insecticide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
29,931,1,80.6,0,0,0,AAADccBwAAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAADBUAAAGAAAAAAADACAGAAwAMAAAACAAiBCAAACAAAgAAAIiAAAAIgIICKAERCAIAAggAAIiAcAgIAOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==,naphthalene,naphthalene,naphthalene,naphthalene,naphthalene,naphthalene,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,3.3,128.062600255,C10H8,128.17,C1=CC=C2C=CC=CC2=C1,C1=CC=C2C=CC=CC2=C1,0.0,128.062600255,0,10,0,0,0,0,0,1,-1,"1
5
255",931,,"1  2  8
1  3  8
1  5  8
2  4  8
2  6  8
3  7  8
4  8  8
5  9  8
6  10  8
7  8  8
9  10  8",,84.28243582389729,1760,0.0,967,"['Insecticide', 'Repellants']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
